"age","gender","declared_income","premium_term","policy_term","premium_amount","booking_frequency","location","policy_type","current_status"
52,"female",2e+05,25,35,15012,"Quarterly","rural","Endowment","married"
57,"male",1e+06,20,30,26139,"Yearly","rural","Endowment","married"
60,"male",1200000,30,40,30323,"Quarterly","rural","ULIP","unmarried"
39,"male",550000,15,25,13791,"Monthly","urban","Term","married"
57,"female",1300000,20,30,33855,"Yearly","urban","ULIP","widow"
31,"male",7e+05,10,20,15371,"Monthly","urban","Term","unmarried"
23,"male",1450000,5,15,32502,"Quarterly","urban","ULIP","married"
22,"male",1200000,10,20,26973,"Monthly","rural","ULIP","married"
53,"male",1450000,30,40,32219,"Monthly","rural","ULIP","unmarried"
53,"female",950000,30,40,24251,"Quarterly","urban","Endowment","unmarried"
22,"male",450000,5,15,11825,"Quarterly","rural","Term","married"
43,"male",4e+05,20,30,13333,"Quarterly","urban","Term","unmarried"
53,"male",1150000,30,40,29995,"Yearly","semi-urban","ULIP","unmarried"
53,"male",9e+05,25,35,24416,"Monthly","urban","Endowment","unmarried"
28,"male",650000,10,20,11372,"Monthly","semi-urban","Term","married"
58,"male",1250000,30,40,29595,"Monthly","semi-urban","ULIP","married"
25,"female",250000,5,15,9912,"Monthly","rural","Term","married"
50,"female",1450000,25,35,30530,"Quarterly","semi-urban","ULIP","unmarried"
38,"female",750000,20,30,18683,"Yearly","urban","Term","unmarried"
44,"female",1200000,25,35,31917,"Quarterly","urban","ULIP","unmarried"
56,"female",1200000,30,40,26761,"Half_yearly","semi-urban","ULIP","married"
26,"female",3e+05,5,15,10723,"Quarterly","urban","Term","widow"
54,"male",9e+05,30,40,25852,"Monthly","urban","Endowment","unmarried"
22,"male",6e+05,10,20,12971,"Quarterly","semi-urban","Term","married"
40,"male",1050000,20,30,21882,"Monthly","semi-urban","ULIP","unmarried"
48,"male",1300000,20,30,29972,"Monthly","semi-urban","ULIP","married"
32,"male",5e+05,20,30,9555,"Yearly","semi-urban","Term","married"
59,"male",2e+05,20,30,16178,"Yearly","semi-urban","Endowment","married"
54,"female",250000,30,40,15949,"Monthly","semi-urban","Endowment","married"
40,"male",950000,15,25,20624,"Monthly","urban","Term","unmarried"
18,"male",1250000,10,20,30069,"Yearly","urban","ULIP","married"
56,"male",1400000,20,30,33909,"Quarterly","urban","ULIP","unmarried"
18,"male",1050000,10,20,23159,"Monthly","semi-urban","ULIP","married"
21,"male",1150000,10,20,24677,"Quarterly","semi-urban","ULIP","unmarried"
32,"male",1350000,10,20,26929,"Monthly","semi-urban","ULIP","married"
20,"male",450000,5,15,14216,"Yearly","urban","Term","unmarried"
41,"male",350000,25,35,12197,"Half_yearly","semi-urban","Term","married"
37,"male",1300000,15,25,30697,"Monthly","rural","ULIP","married"
32,"male",1200000,15,25,24833,"Monthly","rural","ULIP","married"
22,"female",1450000,5,15,27462,"Yearly","rural","ULIP","married"
25,"female",950000,10,20,16474,"Quarterly","semi-urban","Term","married"
40,"male",650000,20,30,14370,"Yearly","semi-urban","Term","married"
27,"male",1350000,10,20,29374,"Monthly","urban","ULIP","married"
29,"male",650000,5,15,16629,"Monthly","urban","Term","married"
55,"female",5e+05,20,30,20442,"Monthly","semi-urban","Endowment","unmarried"
43,"female",5e+05,20,30,13053,"Quarterly","semi-urban","Term","married"
55,"male",750000,25,35,22041,"Monthly","urban","Endowment","married"
52,"male",450000,30,40,17873,"Quarterly","semi-urban","Endowment","widow"
19,"male",4e+05,5,15,11042,"Monthly","rural","Term","unmarried"
26,"female",1350000,5,15,26673,"Monthly","rural","ULIP","unmarried"
52,"male",350000,25,35,17646,"Half_yearly","rural","Endowment","unmarried"
27,"female",2e+05,10,20,10735,"Quarterly","urban","Term","married"
34,"male",750000,10,20,15076,"Quarterly","rural","Term","unmarried"
27,"female",1050000,5,15,25653,"Monthly","semi-urban","ULIP","unmarried"
54,"female",650000,20,30,22768,"Quarterly","urban","Endowment","married"
26,"female",7e+05,5,15,14420,"Quarterly","rural","Term","unmarried"
31,"female",750000,10,20,13301,"Half_yearly","semi-urban","Term","married"
47,"male",850000,20,30,21549,"Monthly","rural","Endowment","unmarried"
30,"female",1500000,10,20,29911,"Quarterly","semi-urban","ULIP","unmarried"
21,"male",9e+05,5,15,14394,"Yearly","rural","Term","married"
29,"female",1150000,10,20,26864,"Quarterly","semi-urban","ULIP","married"
46,"female",1200000,30,40,29952,"Monthly","semi-urban","ULIP","married"
35,"female",850000,15,25,14495,"Monthly","rural","Term","married"
22,"male",1450000,10,20,31580,"Monthly","urban","ULIP","married"
51,"male",6e+05,30,40,17533,"Quarterly","rural","Endowment","married"
55,"female",850000,20,30,23728,"Quarterly","rural","Endowment","unmarried"
31,"male",7e+05,10,20,13508,"Quarterly","rural","Term","married"
26,"female",9e+05,10,20,16424,"Monthly","urban","Term","unmarried"
37,"male",2e+05,20,30,10396,"Monthly","semi-urban","Term","married"
24,"female",3e+05,5,15,9562,"Yearly","urban","Term","married"
21,"male",5e+05,10,20,10913,"Monthly","semi-urban","Term","married"
49,"female",750000,30,40,20968,"Yearly","urban","Endowment","married"
43,"male",750000,25,35,17408,"Quarterly","semi-urban","Term","married"
31,"male",4e+05,10,20,13219,"Quarterly","urban","Term","unmarried"
37,"female",1150000,10,20,27488,"Quarterly","urban","ULIP","married"
33,"female",1500000,20,30,31882,"Monthly","urban","ULIP","unmarried"
43,"male",1200000,25,35,28894,"Monthly","rural","ULIP","married"
28,"female",2e+05,5,15,7306,"Monthly","rural","Term","unmarried"
59,"female",1300000,25,35,30015,"Monthly","semi-urban","ULIP","unmarried"
26,"male",1300000,10,20,29746,"Half_yearly","urban","ULIP","married"
22,"female",8e+05,5,15,15285,"Monthly","urban","Term","married"
56,"female",1450000,25,35,35396,"Yearly","rural","ULIP","married"
30,"female",250000,10,20,10697,"Yearly","urban","Term","married"
24,"male",1100000,5,15,25763,"Half_yearly","rural","ULIP","unmarried"
49,"male",1400000,25,35,28948,"Monthly","rural","ULIP","unmarried"
57,"male",450000,25,35,18980,"Yearly","urban","Endowment","married"
38,"female",1e+06,15,25,19467,"Monthly","semi-urban","Term","married"
36,"female",450000,10,20,8494,"Monthly","rural","Term","married"
56,"female",5e+05,30,40,19233,"Half_yearly","rural","Endowment","married"
41,"female",1300000,30,40,33281,"Quarterly","urban","ULIP","unmarried"
36,"female",750000,15,25,16829,"Quarterly","urban","Term","unmarried"
22,"male",1200000,5,15,27110,"Quarterly","rural","ULIP","unmarried"
39,"male",1350000,20,30,33031,"Monthly","urban","ULIP","unmarried"
39,"female",1150000,15,25,28591,"Monthly","urban","ULIP","married"
50,"female",6e+05,30,40,20344,"Monthly","urban","Endowment","married"
35,"female",1100000,20,30,25355,"Monthly","rural","ULIP","married"
25,"female",4e+05,5,15,10275,"Monthly","semi-urban","Term","unmarried"
42,"female",1250000,20,30,29250,"Quarterly","rural","ULIP","married"
39,"female",850000,10,20,18195,"Half_yearly","urban","Term","unmarried"
38,"male",1250000,10,20,29578,"Monthly","urban","ULIP","unmarried"
55,"female",6e+05,30,40,20807,"Monthly","rural","Endowment","married"
49,"female",1300000,20,30,30941,"Half_yearly","urban","ULIP","married"
40,"male",1450000,10,20,30943,"Yearly","urban","ULIP","married"
25,"male",250000,10,20,11134,"Monthly","urban","Term","unmarried"
37,"female",1050000,20,30,25895,"Yearly","semi-urban","ULIP","unmarried"
42,"female",250000,30,40,15026,"Monthly","urban","Term","unmarried"
55,"male",750000,20,30,22253,"Monthly","rural","Endowment","married"
34,"female",850000,20,30,11092,"Monthly","rural","Term","unmarried"
51,"female",1250000,20,30,31614,"Quarterly","urban","ULIP","married"
19,"male",7e+05,5,15,11996,"Quarterly","semi-urban","Term","married"
50,"male",1150000,30,40,30923,"Monthly","urban","ULIP","married"
19,"female",1350000,5,15,26596,"Yearly","semi-urban","ULIP","married"
57,"male",250000,20,30,14947,"Quarterly","urban","Endowment","married"
59,"female",1250000,30,40,28647,"Half_yearly","rural","ULIP","unmarried"
27,"female",1300000,5,15,30401,"Quarterly","rural","ULIP","married"
60,"male",550000,30,40,18507,"Monthly","urban","Endowment","married"
41,"female",950000,30,40,19301,"Quarterly","rural","Term","unmarried"
39,"female",350000,10,20,8282,"Monthly","semi-urban","Term","married"
45,"male",1350000,20,30,33300,"Monthly","semi-urban","ULIP","unmarried"
47,"male",1200000,30,40,29532,"Quarterly","urban","ULIP","married"
59,"male",5e+05,30,40,18811,"Monthly","semi-urban","Endowment","unmarried"
47,"male",1050000,20,30,30558,"Quarterly","urban","ULIP","married"
43,"female",5e+05,20,30,17079,"Monthly","urban","Term","married"
19,"male",3e+05,5,15,7607,"Quarterly","semi-urban","Term","married"
23,"male",1200000,5,15,26780,"Half_yearly","urban","ULIP","unmarried"
55,"male",3e+05,25,35,18339,"Yearly","rural","Endowment","married"
33,"male",1500000,15,25,29744,"Half_yearly","urban","ULIP","married"
24,"male",2e+05,10,20,8359,"Quarterly","semi-urban","Term","married"
39,"male",8e+05,20,30,18424,"Monthly","urban","Term","married"
32,"female",1300000,10,20,27263,"Quarterly","rural","ULIP","unmarried"
30,"female",1150000,10,20,27178,"Quarterly","semi-urban","ULIP","unmarried"
56,"female",1450000,25,35,32162,"Yearly","rural","ULIP","married"
49,"male",1050000,20,30,28672,"Monthly","semi-urban","ULIP","married"
51,"male",1e+06,30,40,25695,"Monthly","urban","Endowment","married"
30,"male",1350000,5,15,26235,"Monthly","rural","ULIP","married"
31,"male",6e+05,20,30,14295,"Quarterly","rural","Term","unmarried"
19,"male",1200000,5,15,23347,"Yearly","semi-urban","ULIP","married"
54,"male",7e+05,25,35,21206,"Quarterly","urban","Endowment","unmarried"
52,"female",2e+05,30,40,18330,"Quarterly","urban","Endowment","unmarried"
56,"male",450000,20,30,17188,"Half_yearly","urban","Endowment","unmarried"
55,"male",1e+06,30,40,26334,"Quarterly","urban","Endowment","married"
56,"female",650000,25,35,20761,"Quarterly","urban","Endowment","married"
51,"male",1e+06,25,35,24047,"Monthly","semi-urban","Endowment","married"
53,"male",850000,30,40,23794,"Half_yearly","urban","Endowment","married"
53,"female",1050000,20,30,24578,"Monthly","semi-urban","ULIP","unmarried"
32,"male",8e+05,10,20,12735,"Monthly","rural","Term","unmarried"
52,"male",350000,30,40,20531,"Monthly","urban","Endowment","married"
39,"female",1050000,10,20,26416,"Monthly","semi-urban","ULIP","married"
33,"male",6e+05,10,20,13391,"Monthly","rural","Term","unmarried"
19,"female",1350000,10,20,29121,"Monthly","semi-urban","ULIP","married"
27,"female",6e+05,10,20,8534,"Monthly","rural","Term","unmarried"
49,"male",6e+05,25,35,17219,"Monthly","rural","Endowment","married"
25,"male",7e+05,10,20,16565,"Yearly","urban","Term","married"
18,"female",5e+05,10,20,10154,"Quarterly","semi-urban","Term","unmarried"
42,"male",4e+05,20,30,14970,"Monthly","urban","Term","unmarried"
46,"female",9e+05,20,30,25496,"Monthly","urban","Endowment","unmarried"
32,"male",1300000,20,30,31727,"Quarterly","urban","ULIP","widow"
43,"male",8e+05,25,35,14521,"Yearly","rural","Term","unmarried"
38,"female",8e+05,20,30,18653,"Monthly","urban","Term","married"
28,"female",950000,10,20,17775,"Half_yearly","urban","Term","unmarried"
24,"female",1500000,10,20,26357,"Monthly","rural","ULIP","unmarried"
49,"male",9e+05,25,35,22033,"Half_yearly","rural","Endowment","unmarried"
50,"female",650000,25,35,19348,"Quarterly","semi-urban","Endowment","unmarried"
36,"male",450000,20,30,9869,"Quarterly","semi-urban","Term","widow"
31,"male",1e+06,15,25,16570,"Monthly","rural","Term","married"
46,"female",1350000,20,30,27612,"Monthly","semi-urban","ULIP","unmarried"
43,"female",1450000,30,40,31506,"Monthly","urban","ULIP","married"
39,"female",1150000,10,20,28644,"Monthly","urban","ULIP","married"
48,"male",2e+05,20,30,15776,"Yearly","urban","Endowment","married"
37,"female",1200000,15,25,27038,"Half_yearly","semi-urban","ULIP","unmarried"
36,"female",6e+05,10,20,13422,"Quarterly","urban","Term","married"
27,"female",250000,10,20,11996,"Monthly","rural","Term","unmarried"
45,"male",1500000,20,30,32070,"Half_yearly","semi-urban","ULIP","widow"
35,"female",9e+05,20,30,16955,"Yearly","urban","Term","married"
37,"male",850000,10,20,15820,"Quarterly","semi-urban","Term","married"
57,"female",6e+05,25,35,20546,"Yearly","urban","Endowment","married"
18,"male",1250000,10,20,24750,"Half_yearly","semi-urban","ULIP","married"
48,"female",6e+05,30,40,18094,"Monthly","rural","Endowment","married"
19,"male",1e+06,10,20,12673,"Quarterly","semi-urban","Term","unmarried"
20,"male",1450000,5,15,30039,"Half_yearly","semi-urban","ULIP","unmarried"
53,"male",1100000,25,35,33784,"Quarterly","urban","ULIP","married"
37,"male",1100000,20,30,28379,"Half_yearly","rural","ULIP","unmarried"
26,"female",650000,10,20,12347,"Half_yearly","urban","Term","married"
44,"female",450000,20,30,13999,"Quarterly","urban","Term","unmarried"
52,"female",2e+05,25,35,13854,"Monthly","semi-urban","Endowment","married"
35,"female",1300000,15,25,30548,"Monthly","semi-urban","ULIP","unmarried"
18,"female",2e+05,10,20,7797,"Quarterly","urban","Term","unmarried"
47,"male",1e+06,20,30,24014,"Monthly","urban","Endowment","married"
60,"male",1400000,30,40,34036,"Quarterly","urban","ULIP","married"
53,"male",9e+05,25,35,26895,"Yearly","urban","Endowment","unmarried"
39,"male",950000,15,25,18308,"Quarterly","semi-urban","Term","unmarried"
38,"female",8e+05,15,25,15022,"Monthly","semi-urban","Term","married"
40,"female",1e+06,20,30,20991,"Monthly","urban","Term","married"
50,"female",350000,20,30,21578,"Monthly","urban","Endowment","widow"
25,"male",9e+05,5,15,19676,"Monthly","urban","Term","married"
47,"female",850000,20,30,21423,"Monthly","semi-urban","Endowment","married"
55,"male",450000,20,30,18658,"Yearly","urban","Endowment","married"
31,"male",7e+05,20,30,12325,"Monthly","rural","Term","married"
50,"female",1150000,30,40,25227,"Monthly","rural","ULIP","unmarried"
37,"male",750000,20,30,16248,"Quarterly","semi-urban","Term","married"
46,"male",450000,25,35,18865,"Monthly","rural","Endowment","married"
22,"male",1050000,10,20,23212,"Monthly","urban","ULIP","unmarried"
22,"male",9e+05,5,15,12986,"Yearly","rural","Term","married"
18,"male",8e+05,10,20,13078,"Monthly","semi-urban","Term","unmarried"
56,"female",1e+06,25,35,25712,"Monthly","urban","Endowment","married"
44,"male",250000,30,40,10685,"Yearly","rural","Term","married"
56,"male",1300000,30,40,29679,"Quarterly","semi-urban","ULIP","unmarried"
31,"female",1400000,20,30,29614,"Monthly","urban","ULIP","unmarried"
20,"female",1350000,5,15,27300,"Monthly","semi-urban","ULIP","unmarried"
38,"female",1400000,15,25,30083,"Monthly","urban","ULIP","married"
27,"male",750000,10,20,15468,"Monthly","rural","Term","unmarried"
38,"female",5e+05,15,25,13826,"Yearly","rural","Term","married"
43,"female",6e+05,25,35,14816,"Quarterly","urban","Term","unmarried"
26,"female",1200000,10,20,24379,"Yearly","rural","ULIP","married"
38,"female",850000,20,30,17744,"Monthly","urban","Term","married"
26,"female",1250000,10,20,24311,"Monthly","rural","ULIP","married"
33,"male",450000,15,25,14642,"Half_yearly","urban","Term","married"
53,"male",1100000,20,30,31120,"Yearly","semi-urban","ULIP","married"
47,"female",1350000,25,35,30345,"Monthly","urban","ULIP","married"
41,"male",4e+05,30,40,14097,"Half_yearly","urban","Term","married"
20,"female",1200000,5,15,25938,"Quarterly","urban","ULIP","married"
44,"male",1400000,25,35,31295,"Monthly","rural","ULIP","unmarried"
23,"male",1450000,5,15,29542,"Half_yearly","semi-urban","ULIP","married"
26,"male",1250000,5,15,27659,"Quarterly","semi-urban","ULIP","married"
26,"male",1450000,10,20,28076,"Monthly","semi-urban","ULIP","married"
30,"male",950000,10,20,16500,"Quarterly","semi-urban","Term","married"
32,"male",1e+06,10,20,17845,"Yearly","semi-urban","Term","married"
32,"male",8e+05,20,30,12154,"Monthly","rural","Term","married"
18,"male",9e+05,10,20,16481,"Monthly","urban","Term","married"
56,"male",1300000,20,30,28671,"Monthly","semi-urban","ULIP","unmarried"
50,"female",3e+05,20,30,16738,"Monthly","urban","Endowment","married"
20,"male",850000,5,15,14928,"Quarterly","urban","Term","married"
27,"female",950000,10,20,14224,"Monthly","semi-urban","Term","married"
35,"male",1e+06,20,30,18087,"Yearly","semi-urban","Term","widow"
48,"female",1100000,20,30,28229,"Monthly","semi-urban","ULIP","married"
32,"male",1150000,20,30,27747,"Half_yearly","rural","ULIP","unmarried"
37,"male",950000,15,25,19738,"Monthly","urban","Term","unmarried"
56,"female",8e+05,25,35,24070,"Quarterly","urban","Endowment","married"
18,"female",250000,10,20,7398,"Half_yearly","rural","Term","married"
35,"male",450000,15,25,11567,"Monthly","rural","Term","married"
18,"female",750000,10,20,12251,"Monthly","semi-urban","Term","married"
24,"female",1300000,5,15,27105,"Quarterly","semi-urban","ULIP","married"
31,"male",950000,20,30,16167,"Half_yearly","semi-urban","Term","married"
38,"male",1200000,20,30,28858,"Yearly","urban","ULIP","married"
49,"female",1100000,30,40,29136,"Half_yearly","semi-urban","ULIP","married"
18,"female",7e+05,5,15,12743,"Monthly","rural","Term","married"
54,"male",1050000,25,35,29646,"Yearly","urban","ULIP","married"
20,"male",450000,10,20,9717,"Quarterly","semi-urban","Term","married"
42,"female",9e+05,30,40,17022,"Quarterly","urban","Term","married"
22,"male",7e+05,5,15,15332,"Monthly","semi-urban","Term","married"
33,"male",250000,20,30,9509,"Monthly","urban","Term","unmarried"
51,"male",850000,25,35,23350,"Yearly","urban","Endowment","married"
32,"female",1250000,20,30,28010,"Yearly","rural","ULIP","married"
29,"female",450000,5,15,12977,"Half_yearly","semi-urban","Term","married"
48,"female",1450000,30,40,33466,"Monthly","urban","ULIP","unmarried"
55,"female",5e+05,20,30,16713,"Half_yearly","rural","Endowment","unmarried"
32,"male",5e+05,10,20,11257,"Yearly","rural","Term","married"
26,"female",3e+05,10,20,9335,"Monthly","rural","Term","married"
28,"male",2e+05,10,20,9349,"Quarterly","urban","Term","unmarried"
31,"female",9e+05,10,20,17194,"Quarterly","rural","Term","married"
57,"male",550000,25,35,21516,"Yearly","urban","Endowment","unmarried"
47,"female",750000,25,35,21405,"Monthly","urban","Endowment","unmarried"
37,"male",1150000,20,30,28006,"Yearly","rural","ULIP","married"
27,"male",9e+05,10,20,15975,"Yearly","urban","Term","married"
59,"male",2e+05,20,30,21855,"Monthly","urban","Endowment","unmarried"
47,"male",1400000,20,30,35056,"Monthly","urban","ULIP","married"
60,"male",450000,25,35,20815,"Half_yearly","urban","Endowment","married"
36,"male",4e+05,20,30,13943,"Monthly","semi-urban","Term","unmarried"
37,"male",1050000,15,25,25873,"Monthly","urban","ULIP","married"
40,"male",1150000,15,25,29942,"Monthly","urban","ULIP","unmarried"
18,"male",1100000,10,20,24310,"Monthly","rural","ULIP","married"
35,"female",450000,15,25,9393,"Monthly","rural","Term","unmarried"
36,"female",3e+05,15,25,11991,"Half_yearly","rural","Term","married"
52,"male",1500000,20,30,38193,"Half_yearly","urban","ULIP","married"
41,"male",1500000,30,40,32810,"Half_yearly","urban","ULIP","married"
45,"female",1200000,20,30,29231,"Yearly","semi-urban","ULIP","married"
20,"female",1100000,5,15,25084,"Monthly","rural","ULIP","unmarried"
58,"male",1100000,30,40,30433,"Monthly","urban","ULIP","unmarried"
55,"male",9e+05,30,40,22439,"Half_yearly","semi-urban","Endowment","unmarried"
58,"male",550000,20,30,18559,"Monthly","rural","Endowment","widow"
58,"female",2e+05,30,40,17246,"Monthly","urban","Endowment","married"
30,"male",850000,10,20,14760,"Monthly","semi-urban","Term","married"
18,"female",1400000,5,15,28104,"Monthly","rural","ULIP","married"
28,"male",1400000,5,15,29558,"Yearly","urban","ULIP","married"
39,"female",6e+05,15,25,15764,"Monthly","urban","Term","married"
42,"female",1450000,20,30,28692,"Monthly","rural","ULIP","married"
28,"female",350000,10,20,8633,"Monthly","rural","Term","married"
29,"female",1350000,10,20,29044,"Quarterly","semi-urban","ULIP","married"
60,"female",1300000,25,35,30137,"Quarterly","semi-urban","ULIP","married"
24,"male",6e+05,5,15,13783,"Monthly","semi-urban","Term","unmarried"
50,"female",1e+06,25,35,23596,"Yearly","rural","Endowment","married"
45,"male",1500000,20,30,30141,"Quarterly","semi-urban","ULIP","unmarried"
28,"female",250000,10,20,8447,"Monthly","rural","Term","married"
27,"male",1150000,10,20,28542,"Yearly","rural","ULIP","unmarried"
21,"male",550000,5,15,11784,"Monthly","urban","Term","married"
32,"male",6e+05,15,25,15490,"Half_yearly","urban","Term","married"
18,"female",1350000,10,20,28309,"Monthly","urban","ULIP","unmarried"
33,"female",2e+05,10,20,5752,"Monthly","semi-urban","Term","married"
29,"male",6e+05,10,20,13217,"Monthly","rural","Term","married"
46,"female",1300000,20,30,32206,"Monthly","urban","ULIP","married"
20,"male",250000,5,15,8285,"Half_yearly","semi-urban","Term","married"
36,"male",1450000,10,20,28676,"Quarterly","semi-urban","ULIP","married"
53,"male",1e+06,30,40,20093,"Yearly","semi-urban","Endowment","married"
30,"male",750000,10,20,13073,"Monthly","semi-urban","Term","married"
49,"female",1250000,25,35,27632,"Quarterly","rural","ULIP","married"
39,"male",1e+06,15,25,22403,"Quarterly","urban","Term","unmarried"
51,"male",3e+05,30,40,17408,"Monthly","semi-urban","Endowment","unmarried"
40,"male",1450000,10,20,32930,"Half_yearly","urban","ULIP","married"
58,"male",850000,30,40,22113,"Quarterly","semi-urban","Endowment","unmarried"
18,"female",1450000,5,15,31455,"Half_yearly","rural","ULIP","unmarried"
47,"male",1350000,20,30,29845,"Half_yearly","semi-urban","ULIP","unmarried"
31,"male",450000,20,30,12897,"Monthly","urban","Term","married"
54,"male",1450000,25,35,34239,"Monthly","rural","ULIP","married"
38,"female",1250000,15,25,30203,"Half_yearly","urban","ULIP","married"
47,"male",7e+05,30,40,20129,"Monthly","semi-urban","Endowment","unmarried"
28,"male",1050000,10,20,24662,"Monthly","semi-urban","ULIP","married"
48,"male",250000,30,40,15921,"Monthly","semi-urban","Endowment","unmarried"
19,"male",250000,5,15,7970,"Yearly","urban","Term","unmarried"
57,"male",5e+05,25,35,20398,"Yearly","urban","Endowment","married"
46,"male",750000,25,35,22245,"Quarterly","urban","Endowment","married"
25,"female",7e+05,5,15,15656,"Monthly","urban","Term","widow"
51,"female",9e+05,25,35,24189,"Monthly","urban","Endowment","married"
53,"male",1300000,30,40,35356,"Yearly","urban","ULIP","married"
24,"male",850000,5,15,15215,"Monthly","semi-urban","Term","married"
19,"female",1100000,10,20,27255,"Half_yearly","urban","ULIP","unmarried"
36,"male",1400000,20,30,29725,"Monthly","semi-urban","ULIP","unmarried"
18,"female",650000,10,20,16556,"Half_yearly","urban","Term","married"
21,"male",1100000,5,15,23900,"Monthly","rural","ULIP","married"
41,"female",950000,30,40,18932,"Half_yearly","semi-urban","Term","married"
30,"male",1450000,10,20,30351,"Monthly","urban","ULIP","married"
21,"female",2e+05,5,15,7127,"Quarterly","rural","Term","unmarried"
30,"female",650000,10,20,13250,"Monthly","urban","Term","unmarried"
30,"male",8e+05,5,15,19438,"Half_yearly","urban","Term","married"
18,"male",1200000,5,15,26353,"Yearly","rural","ULIP","unmarried"
58,"male",1100000,30,40,30842,"Yearly","urban","ULIP","married"
40,"female",1250000,20,30,29500,"Yearly","urban","ULIP","widow"
21,"male",450000,5,15,10771,"Yearly","rural","Term","married"
50,"male",1150000,25,35,32227,"Quarterly","urban","ULIP","married"
39,"female",6e+05,15,25,16448,"Quarterly","urban","Term","unmarried"
38,"male",1350000,20,30,29658,"Yearly","rural","ULIP","married"
41,"female",1450000,20,30,31330,"Yearly","urban","ULIP","married"
58,"female",3e+05,20,30,16041,"Monthly","rural","Endowment","married"
28,"male",1200000,5,15,26531,"Yearly","urban","ULIP","unmarried"
18,"male",1050000,10,20,22286,"Quarterly","semi-urban","ULIP","married"
59,"female",450000,25,35,20638,"Monthly","urban","Endowment","unmarried"
30,"male",750000,5,15,16080,"Monthly","rural","Term","unmarried"
33,"female",1e+06,15,25,14421,"Monthly","rural","Term","unmarried"
54,"male",850000,20,30,23262,"Quarterly","urban","Endowment","married"
38,"female",1250000,15,25,27822,"Monthly","semi-urban","ULIP","unmarried"
53,"female",1300000,20,30,33497,"Half_yearly","urban","ULIP","married"
44,"female",1200000,20,30,32647,"Monthly","urban","ULIP","unmarried"
29,"female",1050000,5,15,25431,"Monthly","rural","ULIP","married"
58,"female",750000,30,40,22360,"Yearly","rural","Endowment","married"
46,"male",950000,30,40,21365,"Monthly","rural","Endowment","unmarried"
50,"female",250000,20,30,19353,"Quarterly","urban","Endowment","married"
20,"female",4e+05,10,20,10128,"Monthly","semi-urban","Term","married"
41,"male",750000,30,40,15530,"Quarterly","semi-urban","Term","unmarried"
30,"female",850000,10,20,13631,"Monthly","semi-urban","Term","married"
19,"female",1350000,10,20,26472,"Quarterly","urban","ULIP","married"
36,"female",3e+05,20,30,10242,"Quarterly","semi-urban","Term","married"
43,"male",8e+05,30,40,15638,"Half_yearly","semi-urban","Term","unmarried"
30,"female",2e+05,5,15,8653,"Half_yearly","rural","Term","unmarried"
40,"female",1400000,20,30,33059,"Monthly","urban","ULIP","married"
24,"male",750000,5,15,14770,"Monthly","urban","Term","married"
39,"male",1450000,10,20,31263,"Yearly","rural","ULIP","married"
59,"male",9e+05,20,30,25950,"Monthly","rural","Endowment","unmarried"
56,"male",1e+06,25,35,24360,"Monthly","rural","Endowment","widow"
58,"male",5e+05,20,30,18836,"Monthly","rural","Endowment","married"
27,"male",4e+05,10,20,12356,"Half_yearly","urban","Term","unmarried"
51,"female",2e+05,25,35,15438,"Monthly","rural","Endowment","unmarried"
33,"male",3e+05,15,25,9624,"Monthly","semi-urban","Term","unmarried"
57,"male",550000,30,40,19357,"Monthly","semi-urban","Endowment","married"
52,"male",950000,25,35,24702,"Monthly","urban","Endowment","married"
29,"male",850000,5,15,15663,"Half_yearly","rural","Term","unmarried"
49,"female",2e+05,30,40,12948,"Monthly","rural","Endowment","married"
21,"male",9e+05,10,20,16611,"Quarterly","urban","Term","widow"
37,"male",850000,10,20,18676,"Monthly","semi-urban","Term","married"
39,"male",2e+05,15,25,13111,"Monthly","urban","Term","married"
30,"male",1150000,5,15,27332,"Monthly","urban","ULIP","married"
35,"female",1300000,20,30,29524,"Yearly","semi-urban","ULIP","unmarried"
19,"female",1e+06,5,15,16204,"Monthly","semi-urban","Term","married"
33,"male",1350000,10,20,28305,"Yearly","rural","ULIP","married"
31,"female",1400000,20,30,28630,"Quarterly","urban","ULIP","married"
39,"male",350000,20,30,14582,"Quarterly","urban","Term","married"
28,"female",1450000,10,20,30951,"Yearly","urban","ULIP","unmarried"
30,"male",250000,5,15,11952,"Half_yearly","urban","Term","unmarried"
25,"female",1250000,5,15,26144,"Quarterly","rural","ULIP","married"
53,"male",350000,25,35,16283,"Monthly","rural","Endowment","married"
46,"male",1300000,25,35,32941,"Monthly","urban","ULIP","unmarried"
53,"female",1150000,20,30,30583,"Quarterly","urban","ULIP","unmarried"
26,"male",1150000,5,15,25820,"Half_yearly","semi-urban","ULIP","married"
30,"male",750000,5,15,11814,"Monthly","rural","Term","unmarried"
52,"male",450000,20,30,16756,"Quarterly","semi-urban","Endowment","unmarried"
23,"male",1e+06,5,15,20444,"Quarterly","urban","Term","married"
20,"female",1350000,10,20,27230,"Yearly","semi-urban","ULIP","married"
28,"male",1400000,10,20,29648,"Quarterly","semi-urban","ULIP","married"
21,"female",1400000,10,20,27014,"Monthly","rural","ULIP","married"
57,"male",1500000,20,30,36367,"Quarterly","urban","ULIP","married"
46,"male",4e+05,25,35,18186,"Quarterly","rural","Endowment","married"
52,"female",350000,20,30,14986,"Quarterly","rural","Endowment","unmarried"
